pathogen,score,detector,family,n_sequences,n_unique,seq_length,gt_adaptive_size,gt_constrained_size,gt_dms_size,mcc_adaptive,f1_adaptive,precision_adaptive,recall_adaptive,enrichment_adaptive,constrained_fpr,dms_f1,composite_score,n_detected
RSV,P*minority_E,GradPeak(p=0.2),GradPeak,5070,4779,550,20,18,504,0.1209,0.1215,0.067,0.65,1.8428,0.0,0.5072,0.1215,194
RSV,P*minority_E,GradPeak(p=0.5),GradPeak,5070,4779,550,20,18,504,0.1365,0.132,0.0734,0.65,2.0198,0.0,0.5022,0.132,177
RSV,P*minority_E,LocalContrast(z=1.0),LocalContrast,5070,4779,550,20,18,504,0.0509,0.0889,0.08,0.1,2.2,0.0,0.0681,0.0889,25
RSV,P*minority_E,LocalContrast(z=1.5),LocalContrast,5070,4779,550,20,18,504,0.0627,0.0976,0.0952,0.1,2.619,0.0,0.0648,0.0976,21
RSV,P*minority_E,LocalContrast(z=2.0),LocalContrast,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,5070,4779,550,20,18,504,0.0036,0.0556,0.0385,0.1,1.0577,0.0,0.1871,0.0556,52
RSV,P*minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,5070,4779,550,20,18,504,-0.0221,0.0,0.0,0.0,0.0,0.0,0.0274,0.0,7
RSV,P*minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,5070,4779,550,20,18,504,-0.0166,0.0,0.0,0.0,0.0,0.0,0.0157,0.0,4
RSV,P*minority_E,AdaptiveKnee,AdaptiveKnee,5070,4779,550,20,18,504,0.0565,0.093,0.087,0.1,2.3913,0.0,0.0607,0.093,23
RSV,P*minority_E,ScoreDBSCAN(ep=8),ScoreDBSCAN,5070,4779,550,20,18,504,-0.0204,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,6
RSV,P*minority_E,ScoreDBSCAN(ep=15),ScoreDBSCAN,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*minority_E,Spectral(z=1.5),Spectral,5070,4779,550,20,18,504,0.0565,0.093,0.087,0.1,2.3913,0.0,0.0873,0.093,23
RSV,P*minority_E,Spectral(z=2.0),Spectral,5070,4779,550,20,18,504,0.1666,0.1538,0.3333,0.1,9.1667,0.0,0.0235,0.1538,6
RSV,P*minority_E,Bayes(prior=0.1),Bayes,5070,4779,550,20,18,504,-0.0295,0.0479,0.0272,0.2,0.7483,0.0,0.3287,0.0479,147
RSV,P*minority_E,Bayes(prior=0.15),Bayes,5070,4779,550,20,18,504,-0.0452,0.0423,0.0237,0.2,0.6509,0.0,0.3834,0.0423,169
RSV,P*minority_E,Ensemble(v>=2),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*minority_E,Ensemble(v>=3),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*minority_E,AdaptWin(s=90),AdaptWin,5070,4779,550,20,18,504,-0.0067,0.0494,0.0328,0.1,0.9016,0.0,0.1416,0.0494,61
RSV,P*minority_E,AdaptWin(s=85),AdaptWin,5070,4779,550,20,18,504,-0.0583,0.0278,0.0161,0.1,0.4435,0.0,0.2994,0.0278,124
RSV,P*minority_E,FreqThresh(p=80),FreqThresh,5070,4779,550,20,18,504,0.0045,0.064,0.0381,0.2,1.0476,0.0,0.2266,0.064,105
RSV,P*minority_E,FreqThresh(p=85),FreqThresh,5070,4779,550,20,18,504,-0.0067,0.0494,0.0328,0.1,0.9016,0.0,0.131,0.0494,61
RSV,P*minority_E,FreqThresh(p=90),FreqThresh,5070,4779,550,20,18,504,0.066,0.1,0.1,0.1,2.75,0.0,0.0496,0.1,20
RSV,P*minority_E,MutClust-Orig(g=10),MutClust-Orig,5070,4779,550,20,18,504,0.058,0.0762,0.0396,1.0,1.0891,0.4444,0.9197,-0.0571,505
RSV,P*E,Wavelet(t=1.0),Wavelet,5070,4779,550,20,18,504,0.0029,0.0694,0.0368,0.6,1.0123,1.0,0.7566,-0.2306,326
RSV,P*E,Wavelet(t=1.5),Wavelet,5070,4779,550,20,18,504,-0.0293,0.0381,0.0235,0.1,0.6471,0.2778,0.2886,-0.0452,85
RSV,P*E,Wavelet(t=2.0),Wavelet,5070,4779,550,20,18,504,0.066,0.1,0.1,0.1,2.75,0.0,0.0763,0.1,20
RSV,P*E,KDE(p=75),KDE,5070,4779,550,20,18,504,-0.09,0.0127,0.0072,0.05,0.1993,0.0,0.4299,0.0127,138
RSV,P*E,KDE(p=80),KDE,5070,4779,550,20,18,504,-0.096,0.0,0.0,0.0,0.0,0.0,0.3529,0.0,108
RSV,P*E,KDE(p=85),KDE,5070,4779,550,20,18,504,-0.0819,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,83
RSV,P*E,SlidingTest(p=0.05),SlidingTest,5070,4779,550,20,18,504,-0.0377,0.0,0.0,0.0,0.0,0.0,0.0763,0.0,20
RSV,P*E,GradPeak(p=0.2),GradPeak,5070,4779,550,20,18,504,0.089,0.1028,0.0558,0.65,1.5343,0.0,0.5672,0.1028,233
RSV,P*E,GradPeak(p=0.5),GradPeak,5070,4779,550,20,18,504,0.1165,0.1187,0.0653,0.65,1.7965,0.0,0.5149,0.1187,199
RSV,P*E,LocalContrast(z=1.0),LocalContrast,5070,4779,550,20,18,504,0.0565,0.093,0.087,0.1,2.3913,0.0,0.0531,0.093,23
RSV,P*E,LocalContrast(z=1.5),LocalContrast,5070,4779,550,20,18,504,0.0775,0.1081,0.1176,0.1,3.2353,0.0,0.0499,0.1081,17
RSV,P*E,LocalContrast(z=2.0),LocalContrast,5070,4779,550,20,18,504,0.0976,0.1212,0.1538,0.1,4.2308,0.0,0.0348,0.1212,13
RSV,P*E,"CUSUM(d=0.3,h=3.0)",CUSUM,5070,4779,550,20,18,504,0.0216,0.0723,0.0476,0.15,1.3095,0.0556,0.2222,0.0556,63
RSV,P*E,"CUSUM(d=0.5,h=4.0)",CUSUM,5070,4779,550,20,18,504,-0.0236,0.0,0.0,0.0,0.0,0.0,0.0312,0.0,8
RSV,P*E,"CUSUM(d=0.5,h=5.0)",CUSUM,5070,4779,550,20,18,504,-0.0186,0.0,0.0,0.0,0.0,0.0,0.0196,0.0,5
RSV,P*E,AdaptiveKnee,AdaptiveKnee,5070,4779,550,20,18,504,0.0536,0.0976,0.0645,0.2,1.7742,0.0,0.1449,0.0976,62
RSV,P*E,ScoreDBSCAN(ep=8),ScoreDBSCAN,5070,4779,550,20,18,504,-0.0144,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,3
RSV,P*E,ScoreDBSCAN(ep=15),ScoreDBSCAN,5070,4779,550,20,18,504,0.1666,0.1538,0.3333,0.1,9.1667,0.0,0.0235,0.1538,6
RSV,P*E,Spectral(z=1.5),Spectral,5070,4779,550,20,18,504,0.0734,0.1053,0.1111,0.1,3.0556,0.0,0.069,0.1053,18
RSV,P*E,Spectral(z=2.0),Spectral,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*E,Bayes(prior=0.1),Bayes,5070,4779,550,20,18,504,-0.0332,0.0465,0.0263,0.2,0.7237,0.0,0.3354,0.0465,152
RSV,P*E,Bayes(prior=0.15),Bayes,5070,4779,550,20,18,504,-0.0396,0.0442,0.0248,0.2,0.6832,0.0,0.3579,0.0442,161
RSV,P*E,Ensemble(v>=2),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*E,Ensemble(v>=3),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*E,AdaptWin(s=90),AdaptWin,5070,4779,550,20,18,504,-0.0034,0.0513,0.0345,0.1,0.9483,0.0,0.1388,0.0513,58
RSV,P*E,AdaptWin(s=85),AdaptWin,5070,4779,550,20,18,504,0.0036,0.0635,0.0377,0.2,1.0377,0.0,0.2492,0.0635,106
RSV,P*E,FreqThresh(p=80),FreqThresh,5070,4779,550,20,18,504,0.0027,0.063,0.0374,0.2,1.028,0.0,0.2357,0.063,107
RSV,P*E,FreqThresh(p=85),FreqThresh,5070,4779,550,20,18,504,0.0582,0.1013,0.0678,0.2,1.8644,0.0,0.135,0.1013,59
RSV,P*E,FreqThresh(p=90),FreqThresh,5070,4779,550,20,18,504,0.082,0.1111,0.125,0.1,3.4375,0.0,0.05,0.1111,16
RSV,P*E,FreqThresh(p=95),FreqThresh,5070,4779,550,20,18,504,0.2494,0.1739,0.6667,0.1,18.3333,0.0,0.0118,0.1739,3
RSV,P*E,MutClust-Orig(g=10),MutClust-Orig,5070,4779,550,20,18,504,0.0397,0.073,0.0379,1.0,1.0417,0.5,0.936,-0.077,528
RSV,H-score,Wavelet(t=1.0),Wavelet,5070,4779,550,20,18,504,-0.0156,0.0598,0.0327,0.35,0.8995,0.6111,0.5265,-0.1235,214
RSV,H-score,Wavelet(t=1.5),Wavelet,5070,4779,550,20,18,504,-0.0293,0.0381,0.0235,0.1,0.6471,0.2222,0.2139,-0.0286,85
RSV,H-score,Wavelet(t=2.0),Wavelet,5070,4779,550,20,18,504,-0.0406,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,23
RSV,H-score,KDE(p=75),KDE,5070,4779,550,20,18,504,-0.1124,0.0,0.0,0.0,0.0,0.0556,0.3178,-0.0167,138
RSV,H-score,KDE(p=80),KDE,5070,4779,550,20,18,504,-0.0971,0.0,0.0,0.0,0.0,0.0,0.2476,0.0,110
RSV,H-score,KDE(p=85),KDE,5070,4779,550,20,18,504,-0.0819,0.0,0.0,0.0,0.0,0.0,0.1942,0.0,83
RSV,H-score,SlidingTest(p=0.01),SlidingTest,5070,4779,550,20,18,504,-0.0544,0.0,0.0,0.0,0.0,0.0,0.0735,0.0,40
RSV,H-score,SlidingTest(p=0.05),SlidingTest,5070,4779,550,20,18,504,-0.068,0.0,0.0,0.0,0.0,0.0,0.1241,0.0,60
RSV,H-score,GradPeak(p=0.2),GradPeak,5070,4779,550,20,18,504,0.0656,0.093,0.0504,0.6,1.3866,0.0,0.5822,0.093,238
RSV,H-score,GradPeak(p=0.5),GradPeak,5070,4779,550,20,18,504,0.0511,0.0889,0.0488,0.5,1.3415,0.0,0.5162,0.0889,205
RSV,H-score,LocalContrast(z=1.0),LocalContrast,5070,4779,550,20,18,504,0.0451,0.0909,0.0588,0.2,1.6176,0.0,0.1643,0.0909,68
RSV,H-score,LocalContrast(z=1.5),LocalContrast,5070,4779,550,20,18,504,0.0582,0.1013,0.0678,0.2,1.8644,0.0,0.135,0.1013,59
RSV,H-score,LocalContrast(z=2.0),LocalContrast,5070,4779,550,20,18,504,0.082,0.1111,0.125,0.1,3.4375,0.0,0.0462,0.1111,16
RSV,H-score,"CUSUM(d=0.3,h=3.0)",CUSUM,5070,4779,550,20,18,504,0.0472,0.0903,0.0519,0.35,1.4259,0.7778,0.3599,-0.143,135
RSV,H-score,"CUSUM(d=0.5,h=4.0)",CUSUM,5070,4779,550,20,18,504,-0.0641,0.0,0.0,0.0,0.0,0.1667,0.129,-0.05,54
RSV,H-score,"CUSUM(d=0.5,h=5.0)",CUSUM,5070,4779,550,20,18,504,-0.0566,0.0,0.0,0.0,0.0,0.1111,0.1097,-0.0333,43
RSV,H-score,AdaptiveKnee,AdaptiveKnee,5070,4779,550,20,18,504,0.0027,0.063,0.0374,0.2,1.028,0.0,0.2357,0.063,107
RSV,H-score,ScoreDBSCAN(ep=8),ScoreDBSCAN,5070,4779,550,20,18,504,0.0204,0.0667,0.05,0.1,1.375,0.0,0.0699,0.0667,40
RSV,H-score,ScoreDBSCAN(ep=15),ScoreDBSCAN,5070,4779,550,20,18,504,0.0881,0.127,0.093,0.2,2.5581,0.0,0.0804,0.127,43
RSV,H-score,Spectral(z=1.5),Spectral,5070,4779,550,20,18,504,0.1145,0.1509,0.1212,0.2,3.3333,0.0,0.1117,0.1509,33
RSV,H-score,Spectral(z=2.0),Spectral,5070,4779,550,20,18,504,0.2369,0.25,0.3333,0.2,9.1667,0.0,0.0465,0.25,12
RSV,H-score,Bayes(prior=0.1),Bayes,5070,4779,550,20,18,504,-0.0396,0.0442,0.0248,0.2,0.6832,0.0,0.3579,0.0442,161
RSV,H-score,Bayes(prior=0.15),Bayes,5070,4779,550,20,18,504,-0.05,0.0408,0.0227,0.2,0.625,0.0,0.3941,0.0408,176
RSV,H-score,Ensemble(v>=2),Ensemble,5070,4779,550,20,18,504,0.0648,0.1067,0.0727,0.2,2.0,0.0,0.1216,0.1067,55
RSV,H-score,Ensemble(v>=3),Ensemble,5070,4779,550,20,18,504,0.082,0.1111,0.125,0.1,3.4375,0.0,0.05,0.1111,16
RSV,H-score,AdaptWin(s=90),AdaptWin,5070,4779,550,20,18,504,-0.0046,0.0506,0.0339,0.1,0.9322,0.0,0.1421,0.0506,59
RSV,H-score,AdaptWin(s=85),AdaptWin,5070,4779,550,20,18,504,0.0036,0.0635,0.0377,0.2,1.0377,0.0,0.2492,0.0635,106
RSV,H-score,FreqThresh(p=80),FreqThresh,5070,4779,550,20,18,504,0.0027,0.063,0.0374,0.2,1.028,0.0,0.2357,0.063,107
RSV,H-score,FreqThresh(p=85),FreqThresh,5070,4779,550,20,18,504,0.0582,0.1013,0.0678,0.2,1.8644,0.0,0.135,0.1013,59
RSV,H-score,FreqThresh(p=90),FreqThresh,5070,4779,550,20,18,504,0.082,0.1111,0.125,0.1,3.4375,0.0,0.05,0.1111,16
RSV,H-score,FreqThresh(p=95),FreqThresh,5070,4779,550,20,18,504,0.2494,0.1739,0.6667,0.1,18.3333,0.0,0.0118,0.1739,3
RSV,H-score,"SWAN(w=10,k=1.0)",SWAN,5070,4779,550,20,18,504,-0.0551,0.0,0.0,0.0,0.0,0.0,0.0771,0.0,41
RSV,H-score,"SWAN(w=20,k=1.0)",SWAN,5070,4779,550,20,18,504,-0.0594,0.0,0.0,0.0,0.0,0.0,0.0871,0.0,47
RSV,H-score,MutClust-Orig(g=10),MutClust-Orig,5070,4779,550,20,18,504,0.0,0.0702,0.0364,1.0,1.0,1.0,0.9564,-0.2298,550
RSV,E_only,Wavelet(t=1.0),Wavelet,5070,4779,550,20,18,504,0.0064,0.0699,0.0376,0.5,1.0338,1.0,0.6338,-0.2301,266
RSV,E_only,Wavelet(t=1.5),Wavelet,5070,4779,550,20,18,504,-0.0197,0.0426,0.027,0.1,0.7432,0.2778,0.2561,-0.0408,74
RSV,E_only,Wavelet(t=2.0),Wavelet,5070,4779,550,20,18,504,0.0595,0.0952,0.0909,0.1,2.5,0.0,0.0837,0.0952,22
RSV,E_only,KDE(p=75),KDE,5070,4779,550,20,18,504,-0.1124,0.0,0.0,0.0,0.0,0.0,0.3458,0.0,138
RSV,E_only,KDE(p=80),KDE,5070,4779,550,20,18,504,-0.0971,0.0,0.0,0.0,0.0,0.0,0.2801,0.0,110
RSV,E_only,KDE(p=85),KDE,5070,4779,550,20,18,504,-0.0819,0.0,0.0,0.0,0.0,0.0,0.2181,0.0,83
RSV,E_only,SlidingTest(p=0.01),SlidingTest,5070,4779,550,20,18,504,-0.0467,0.0,0.0,0.0,0.0,0.0,0.0749,0.0,30
RSV,E_only,SlidingTest(p=0.05),SlidingTest,5070,4779,550,20,18,504,-0.0544,0.0,0.0,0.0,0.0,0.0,0.0735,0.0,40
RSV,E_only,GradPeak(p=0.2),GradPeak,5070,4779,550,20,18,504,0.0807,0.0985,0.0533,0.65,1.4652,0.0,0.5882,0.0985,244
RSV,E_only,GradPeak(p=0.5),GradPeak,5070,4779,550,20,18,504,0.1165,0.1187,0.0653,0.65,1.7965,0.0,0.5149,0.1187,199
RSV,E_only,LocalContrast(z=1.0),LocalContrast,5070,4779,550,20,18,504,0.0271,0.0714,0.0556,0.1,1.5278,0.0,0.0556,0.0714,36
RSV,E_only,LocalContrast(z=1.5),LocalContrast,5070,4779,550,20,18,504,0.0775,0.1081,0.1176,0.1,3.2353,0.0,0.0499,0.1081,17
RSV,E_only,LocalContrast(z=2.0),LocalContrast,5070,4779,550,20,18,504,0.0976,0.1212,0.1538,0.1,4.2308,0.0,0.0348,0.1212,13
RSV,E_only,"CUSUM(d=0.3,h=3.0)",CUSUM,5070,4779,550,20,18,504,-0.0178,0.0435,0.0278,0.1,0.7639,0.3333,0.2326,-0.0565,72
RSV,E_only,"CUSUM(d=0.5,h=4.0)",CUSUM,5070,4779,550,20,18,504,-0.0367,0.0,0.0,0.0,0.0,0.0,0.0727,0.0,19
RSV,E_only,"CUSUM(d=0.5,h=5.0)",CUSUM,5070,4779,550,20,18,504,-0.0278,0.0,0.0,0.0,0.0,0.0,0.0427,0.0,11
RSV,E_only,AdaptiveKnee,AdaptiveKnee,5070,4779,550,20,18,504,0.0111,0.0678,0.0408,0.2,1.1224,0.0,0.206,0.0678,98
RSV,E_only,ScoreDBSCAN(ep=8),ScoreDBSCAN,5070,4779,550,20,18,504,-0.0204,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,6
RSV,E_only,ScoreDBSCAN(ep=15),ScoreDBSCAN,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,E_only,Spectral(z=1.5),Spectral,5070,4779,550,20,18,504,0.1441,0.1778,0.16,0.2,4.4,0.0,0.0945,0.1778,25
RSV,E_only,Spectral(z=2.0),Spectral,5070,4779,550,20,18,504,0.104,0.125,0.1667,0.1,4.5833,0.0,0.0465,0.125,12
RSV,E_only,Bayes(prior=0.1),Bayes,5070,4779,550,20,18,504,-0.0389,0.0444,0.025,0.2,0.6875,0.0,0.3554,0.0444,160
RSV,E_only,Bayes(prior=0.15),Bayes,5070,4779,550,20,18,504,-0.0417,0.0435,0.0244,0.2,0.6707,0.0,0.3653,0.0435,164
RSV,E_only,Ensemble(v>=2),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,E_only,Ensemble(v>=3),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,E_only,AdaptWin(s=90),AdaptWin,5070,4779,550,20,18,504,-0.0067,0.0494,0.0328,0.1,0.9016,0.0,0.1416,0.0494,61
RSV,E_only,AdaptWin(s=85),AdaptWin,5070,4779,550,20,18,504,0.0036,0.0635,0.0377,0.2,1.0377,0.0,0.2492,0.0635,106
RSV,E_only,FreqThresh(p=80),FreqThresh,5070,4779,550,20,18,504,0.0009,0.062,0.0367,0.2,1.0092,0.0,0.2316,0.062,109
RSV,E_only,FreqThresh(p=85),FreqThresh,5070,4779,550,20,18,504,0.0582,0.1013,0.0678,0.2,1.8644,0.0,0.135,0.1013,59
RSV,E_only,FreqThresh(p=90),FreqThresh,5070,4779,550,20,18,504,0.066,0.1,0.1,0.1,2.75,0.0,0.0496,0.1,20
RSV,E_only,"SWAN(w=10,k=1.0)",SWAN,5070,4779,550,20,18,504,-0.0314,0.0,0.0,0.0,0.0,0.0,0.0541,0.0,14
RSV,E_only,MutClust-Orig(g=10),MutClust-Orig,5070,4779,550,20,18,504,0.0,0.0702,0.0364,1.0,1.0,1.0,0.9564,-0.2298,550
RSV,P*E^2,Wavelet(t=1.0),Wavelet,5070,4779,550,20,18,504,-0.0117,0.0656,0.0347,0.6,0.9538,1.0,0.7718,-0.2344,346
RSV,P*E^2,Wavelet(t=1.5),Wavelet,5070,4779,550,20,18,504,0.0111,0.0678,0.0408,0.2,1.1224,0.3889,0.3256,-0.0489,98
RSV,P*E^2,Wavelet(t=2.0),Wavelet,5070,4779,550,20,18,504,0.0734,0.1053,0.1111,0.1,3.0556,0.0,0.069,0.1053,18
RSV,P*E^2,KDE(p=75),KDE,5070,4779,550,20,18,504,-0.0004,0.0633,0.0362,0.25,0.9964,0.0,0.4299,0.0633,138
RSV,P*E^2,KDE(p=80),KDE,5070,4779,550,20,18,504,-0.0728,0.0154,0.0091,0.05,0.25,0.0,0.3583,0.0154,110
RSV,P*E^2,KDE(p=85),KDE,5070,4779,550,20,18,504,-0.0819,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,83
RSV,P*E^2,GradPeak(p=0.2),GradPeak,5070,4779,550,20,18,504,0.1081,0.1135,0.0622,0.65,1.7105,0.0,0.5386,0.1135,209
RSV,P*E^2,GradPeak(p=0.5),GradPeak,5070,4779,550,20,18,504,0.1394,0.134,0.0747,0.65,2.0546,0.0,0.5103,0.134,174
RSV,P*E^2,LocalContrast(z=1.0),LocalContrast,5070,4779,550,20,18,504,0.0536,0.0909,0.0833,0.1,2.2917,0.0,0.053,0.0909,24
RSV,P*E^2,LocalContrast(z=1.5),LocalContrast,5070,4779,550,20,18,504,0.0775,0.1081,0.1176,0.1,3.2353,0.0,0.0499,0.1081,17
RSV,P*E^2,LocalContrast(z=2.0),LocalContrast,5070,4779,550,20,18,504,0.119,0.1333,0.2,0.1,5.5,0.0,0.0233,0.1333,10
RSV,P*E^2,"CUSUM(d=0.3,h=3.0)",CUSUM,5070,4779,550,20,18,504,-0.0046,0.0506,0.0339,0.1,0.9322,0.0,0.2096,0.0506,59
RSV,P*E^2,"CUSUM(d=0.5,h=4.0)",CUSUM,5070,4779,550,20,18,504,-0.0221,0.0,0.0,0.0,0.0,0.0,0.0274,0.0,7
RSV,P*E^2,AdaptiveKnee,AdaptiveKnee,5070,4779,550,20,18,504,0.0536,0.0976,0.0645,0.2,1.7742,0.0,0.1449,0.0976,62
RSV,P*E^2,ScoreDBSCAN(ep=8),ScoreDBSCAN,5070,4779,550,20,18,504,-0.0144,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,3
RSV,P*E^2,ScoreDBSCAN(ep=15),ScoreDBSCAN,5070,4779,550,20,18,504,0.1666,0.1538,0.3333,0.1,9.1667,0.0,0.0235,0.1538,6
RSV,P*E^2,Spectral(z=1.5),Spectral,5070,4779,550,20,18,504,0.0458,0.0851,0.0741,0.1,2.037,0.0,0.1017,0.0851,27
RSV,P*E^2,Spectral(z=2.0),Spectral,5070,4779,550,20,18,504,0.1666,0.1538,0.3333,0.1,9.1667,0.0,0.0235,0.1538,6
RSV,P*E^2,Bayes(prior=0.1),Bayes,5070,4779,550,20,18,504,-0.0396,0.0442,0.0248,0.2,0.6832,0.0,0.3579,0.0442,161
RSV,P*E^2,Bayes(prior=0.15),Bayes,5070,4779,550,20,18,504,-0.0396,0.0442,0.0248,0.2,0.6832,0.0,0.3579,0.0442,161
RSV,P*E^2,Ensemble(v>=2),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*E^2,Ensemble(v>=3),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*E^2,AdaptWin(s=90),AdaptWin,5070,4779,550,20,18,504,-0.0034,0.0513,0.0345,0.1,0.9483,0.0,0.1601,0.0513,58
RSV,P*E^2,AdaptWin(s=85),AdaptWin,5070,4779,550,20,18,504,0.0036,0.0635,0.0377,0.2,1.0377,0.0,0.2492,0.0635,106
RSV,P*E^2,FreqThresh(p=80),FreqThresh,5070,4779,550,20,18,504,0.0009,0.062,0.0367,0.2,1.0092,0.0,0.2316,0.062,109
RSV,P*E^2,FreqThresh(p=85),FreqThresh,5070,4779,550,20,18,504,0.0582,0.1013,0.0678,0.2,1.8644,0.0,0.135,0.1013,59
RSV,P*E^2,FreqThresh(p=90),FreqThresh,5070,4779,550,20,18,504,0.082,0.1111,0.125,0.1,3.4375,0.0,0.05,0.1111,16
RSV,P*E^2,FreqThresh(p=95),FreqThresh,5070,4779,550,20,18,504,0.2494,0.1739,0.6667,0.1,18.3333,0.0,0.0118,0.1739,3
RSV,P*E^2,MutClust-Orig(g=10),MutClust-Orig,5070,4779,550,20,18,504,0.0,0.0702,0.0364,1.0,1.0,1.0,0.9564,-0.2298,550
RSV,rank(P*E),Wavelet(t=1.0),Wavelet,5070,4779,550,20,18,504,-0.0018,0.0677,0.0361,0.55,0.9918,0.1667,0.6749,0.0177,305
RSV,rank(P*E),Wavelet(t=1.5),Wavelet,5070,4779,550,20,18,504,-0.0836,0.0,0.0,0.0,0.0,0.0,0.2237,0.0,86
RSV,rank(P*E),Wavelet(t=2.0),Wavelet,5070,4779,550,20,18,504,-0.0251,0.0,0.0,0.0,0.0,0.0,0.0351,0.0,9
RSV,rank(P*E),KDE(p=75),KDE,5070,4779,550,20,18,504,-0.0676,0.0253,0.0145,0.1,0.3986,0.0,0.3084,0.0253,138
RSV,rank(P*E),KDE(p=80),KDE,5070,4779,550,20,18,504,-0.0971,0.0,0.0,0.0,0.0,0.0,0.2476,0.0,110
RSV,rank(P*E),KDE(p=85),KDE,5070,4779,550,20,18,504,-0.0819,0.0,0.0,0.0,0.0,0.0,0.184,0.0,83
RSV,rank(P*E),SlidingTest(p=0.01),SlidingTest,5070,4779,550,20,18,504,-0.1081,0.0,0.0,0.0,0.0,0.1667,0.265,-0.05,130
RSV,rank(P*E),SlidingTest(p=0.05),SlidingTest,5070,4779,550,20,18,504,-0.1162,0.0,0.0,0.0,0.0,0.1667,0.3051,-0.05,145
RSV,rank(P*E),GradPeak(p=0.2),GradPeak,5070,4779,550,20,18,504,0.0877,0.0996,0.0536,0.7,1.4751,0.5,0.6614,-0.0504,261
RSV,rank(P*E),GradPeak(p=0.5),GradPeak,5070,4779,550,20,18,504,0.1433,0.1368,0.0765,0.65,2.1029,0.0,0.5015,0.1368,170
RSV,rank(P*E),LocalContrast(z=1.0),LocalContrast,5070,4779,550,20,18,504,-0.0182,0.0526,0.0303,0.2,0.8333,0.0,0.3553,0.0526,132
RSV,rank(P*E),LocalContrast(z=1.5),LocalContrast,5070,4779,550,20,18,504,0.1145,0.1509,0.1212,0.2,3.3333,0.0,0.1229,0.1509,33
RSV,rank(P*E),LocalContrast(z=2.0),LocalContrast,5070,4779,550,20,18,504,0.1512,0.1481,0.2857,0.1,7.8571,0.0,0.0274,0.1481,7
RSV,rank(P*E),"CUSUM(d=0.3,h=3.0)",CUSUM,5070,4779,550,20,18,504,0.101,0.0883,0.0462,1.0,1.2702,1.0,0.8346,-0.2117,433
RSV,rank(P*E),"CUSUM(d=0.5,h=4.0)",CUSUM,5070,4779,550,20,18,504,0.0094,0.07,0.0389,0.35,1.0694,0.5,0.4123,-0.08,180
RSV,rank(P*E),"CUSUM(d=0.5,h=5.0)",CUSUM,5070,4779,550,20,18,504,0.0282,0.0795,0.0458,0.3,1.2595,0.4444,0.2929,-0.0539,131
RSV,rank(P*E),ScoreDBSCAN(ep=15),ScoreDBSCAN,5070,4779,550,20,18,504,0.0083,0.0703,0.0364,1.0,1.0018,1.0,0.9573,-0.2297,549
RSV,rank(P*E),Spectral(z=1.5),Spectral,5070,4779,550,20,18,504,0.0907,0.1277,0.1111,0.15,3.0556,0.0,0.1017,0.1277,27
RSV,rank(P*E),Spectral(z=2.0),Spectral,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,rank(P*E),Bayes(prior=0.1),Bayes,5070,4779,550,20,18,504,-0.0562,0.0479,0.0257,0.35,0.7077,0.0,0.5851,0.0479,272
RSV,rank(P*E),Bayes(prior=0.15),Bayes,5070,4779,550,20,18,504,-0.0683,0.0453,0.0242,0.35,0.6661,0.0,0.6154,0.0453,289
